symbol,name,market,asset_type,currency,theme,sector,index_family,expense_ratio_pct,complexity,tags,aliases,is_leveraged,is_inverse,source_market_segment
408A.T,iシェアーズ AI グローバル・イノベーション アクティブ ETF アクティブ運用型(特化型),jp,etf,JPY,index,index,,0.77,beginner,"low_cost,balanced",iシェアーズ AI グローバル・イノベーション アクティブ ETF アクティブ運用型(特化型) -,false,false,
435A.T,iFreeETF 日本株配当ローテーション戦略 アクティブ運用型,jp,etf,JPY,index,index,,0.375,beginner,"low_cost,balanced",iFreeETF 日本株配当ローテーション戦略 アクティブ運用型 -,false,false,
467A.T,グローバルＸ 米ドル建て投資適格社債 ETF（為替ヘッジあり） アクティブ運用型(特化型),jp,etf,JPY,index,index,,0.165,beginner,"low_cost,balanced",グローバルＸ 米ドル建て投資適格社債 ETF（為替ヘッジあり） アクティブ運用型(特化型) -,false,false,
468A.T,グローバルＸ 米ドル建て投資適格社債 ETF アクティブ運用型(特化型),jp,etf,JPY,index,index,,0.165,beginner,"low_cost,balanced",グローバルＸ 米ドル建て投資適格社債 ETF アクティブ運用型(特化型) -,false,false,
492A.T,Ｏｎｅ ＥＴＦ 日本国債 高クーポン（平均残存１０年未満） アクティブ運用型,jp,etf,JPY,index,index,,0.095,beginner,"low_cost,balanced",Ｏｎｅ ＥＴＦ 日本国債 高クーポン（平均残存１０年未満） アクティブ運用型 -,false,false,
493A.T,Ｏｎｅ ＥＴＦ 日本国債 １－３年 アクティブ運用型,jp,etf,JPY,index,index,,0.075,beginner,"low_cost,balanced",Ｏｎｅ ＥＴＦ 日本国債 １－３年 アクティブ運用型 -,false,false,
494A.T,Ｏｎｅ ＥＴＦ 日本国債 ３－７年 アクティブ運用型,jp,etf,JPY,index,index,,0.075,beginner,"low_cost,balanced",Ｏｎｅ ＥＴＦ 日本国債 ３－７年 アクティブ運用型 -,false,false,
495A.T,Ｏｎｅ ＥＴＦ 日本国債 ７－１０年 アクティブ運用型,jp,etf,JPY,index,index,,0.075,beginner,"low_cost,balanced",Ｏｎｅ ＥＴＦ 日本国債 ７－１０年 アクティブ運用型 -,false,false,
496A.T,Ｏｎｅ ＥＴＦ 日本国債 １７－２０年 アクティブ運用型,jp,etf,JPY,index,index,,0.075,beginner,"low_cost,balanced",Ｏｎｅ ＥＴＦ 日本国債 １７－２０年 アクティブ運用型 -,false,false,
502A.T,グローバルＸ 超短期円建て債券 ETF アクティブ運用型,jp,etf,JPY,index,index,,0.09,beginner,"low_cost,balanced",グローバルＸ 超短期円建て債券 ETF アクティブ運用型 -,false,false,
515A.T,iシェアーズ 高格付け日本円社債 ETF アクティブ運用型,jp,etf,JPY,index,index,,0.165,beginner,"low_cost,balanced",iシェアーズ 高格付け日本円社債 ETF アクティブ運用型 -,false,false,
576A.T,グローバルＸ チャイナテック・カバード・コール ETF アクティブ運用型(デリバティブ),jp,etf,JPY,index,index,,0.7775,beginner,"low_cost,balanced",グローバルＸ チャイナテック・カバード・コール ETF アクティブ運用型(デリバティブ) -,false,false,
